describe,label,image
"The image features a close-up view of a leaf from a corn plant, showcasing its texture and details. The leaf is green and has numerous small holes or bumps on its surface. These holes are scattered across the leaf, with some appearing larger than others. The leaf appears to be in a field, possibly near a dirt patch, and is a fascinating representation of the natural world.",0,../dataset/CornDataset/data/train/Blight/Corn_Blight (91).jpg
"The image features a close-up of a leaf with a brown spot in the middle, surrounded by green leaves. The brown spot appears to be a hole or damage in the leaf, possibly caused by insects or other environmental factors. The leaf is part of a larger plant, and the close-up view highlights the details of the leaf and its surroundings.",0,../dataset/CornDataset/data/train/Blight/Corn_Blight (315).JPG
"The image features a close-up view of a green leaf with a hole in it. The leaf is located near the center of the image, and it appears to be a large, healthy green leaf. The hole is situated towards the top of the leaf, and it appears to be a natural part of the leaf's structure. The leaf is surrounded by a few small spots, which are likely part of the leaf's natural texture.",0,../dataset/CornDataset/data/train/Blight/Corn_Blight (946).JPG
"The image features a close-up view of a green leaf with a lot of rust spots on it. The rust spots are scattered all over the leaf, creating a mottled appearance. The leaf is positioned in the center of the image, and the rust spots are clearly visible, giving the leaf a unique and aged appearance.",0,../dataset/CornDataset/data/train/Blight/Corn_Blight (628).JPG
"The image features a large, green plant with a twisted and curled stem. The plant appears to be a leafy green tree, possibly a banana tree, with a unique and interesting shape. The stem is the main focus of the image, and it is surrounded by a few smaller leaves that are scattered throughout the scene. The overall composition of the image creates an interesting and captivating visual experience.",0,../dataset/CornDataset/data/train/Blight/Corn_Blight (340).JPG
"The image features a close-up view of a green leaf with a lot of red spots on it. The leaf appears to be a leaf from a plant, possibly a tree, and it is quite large, covering a significant portion of the image. The red spots are scattered all over the leaf, making it stand out against the green background. The leaf's texture and color create a visually interesting and unique scene.",0,../dataset/CornDataset/data/train/Blight/Corn_Blight (694).JPG
"The image features a close-up view of a leaf with a large brown spot, possibly a fungus or a blemish, on its surface. The leaf is green and appears to be in a dried-out state. The spot is located towards the center of the leaf, and its size is quite noticeable. The leaf is positioned on a table, providing a clear view of the spot and its surroundings.",0,../dataset/CornDataset/data/train/Blight/Corn_Blight (1052).JPG
"The image features a close-up view of a leaf with a green stem, which appears to be dying. The leaf is covered in brown spots, indicating that it is in the process of decaying. The leaf is placed on a white surface, which contrasts with the leaf's color and texture. The overall scene gives the impression of a natural process of decay and the end of the leaf's life cycle.",0,../dataset/CornDataset/data/train/Blight/Corn_Blight (61).jpg
"The image features a close-up of a large green leaf with brown spots on it. The leaf appears to be a corn leaf, possibly from a corn plant. The brown spots on the leaf are visible, indicating that the plant may be affected by a disease or pest infestation. The leaf is the main focus of the image, with no other objects or background visible.",0,../dataset/CornDataset/data/train/Blight/Corn_Blight (861).JPG
"The image features a leaf with a green stem, which appears to be a leafy vegetable, possibly a broccoli plant. The leaf is large and has a few brown spots on it, giving it a slightly aged appearance. The leaf is positioned in the center of the image, with a close-up view of the stem and leafy surface. The overall scene appears to be a close-up of a leafy vegetable, possibly a broccoli plant.",0,../dataset/CornDataset/data/train/Blight/Corn_Blight (301).JPG
"The image features a leaf that has been cut in half, revealing its inner structure. The leaf is green and has a brown tip, giving it a unique appearance. The leaf is placed on a white background, which allows the viewer to focus on its details. The leaf's texture and structure can be observed clearly, making it an interesting and educational image.",0,../dataset/CornDataset/data/train/Blight/Corn_Blight (579).JPG
"The image features a close-up view of a leaf with a lot of holes in it. These holes are scattered all over the leaf, creating a pattern of irregular shapes. The leaf appears to be green and has a slightly brownish tinge, giving it a unique and interesting appearance. The holes are of various sizes, adding to the complexity of the leaf's texture.",0,../dataset/CornDataset/data/train/Blight/Corn_Blight (246).jpg
"The image features a close-up view of a large green leaf, possibly a banana leaf, with a few brown spots on it. The leaf is placed on a table, and its texture and color make it appear to be a natural, organic object. The leaf's surface is covered in small brown spots, which add to its natural appearance.",0,../dataset/CornDataset/data/train/Blight/Corn_Blight (210).JPG
"The image features a large green leaf with a long, narrow stem. The leaf is covered in brown spots, giving it a slightly damaged appearance. The leaf is positioned at the top of the image, with the stem extending downward. The leaf appears to be a close-up shot, allowing for a detailed view of its texture and the spots on its surface.",0,../dataset/CornDataset/data/train/Blight/Corn_Blight (513).JPG
"The image features a large, green leaf with brown spots and bumps, possibly indicating that it is a diseased or damaged plant. The leaf is located near the center of the image, and it appears to be the main focus of the scene. The leaf is surrounded by a few other leaves, some of which are also affected by the same brown spots and bumps. The overall scene suggests that the plant is struggling with some form of disease or damage, which is affecting its health and appearance.",0,../dataset/CornDataset/data/train/Blight/Corn_Blight (1121).jpg
"The image features a large, green leaf with a brown spot on it, possibly a leaf from a plant or a piece of paper. The leaf is placed on a gray surface, which serves as the background for the scene. The brown spot on the leaf stands out, drawing attention to the leaf's unique appearance.",0,../dataset/CornDataset/data/train/Blight/Corn_Blight (184).JPG
"The image features a leaf with a lot of small red spots on it, possibly from a fungal infection. The leaf is large and green, with the spots scattered across its surface. The leaf is placed on a table, which occupies the majority of the background. The close-up view of the leaf highlights the intricate details of the spots and the overall texture of the plant.",0,../dataset/CornDataset/data/train/Blight/Corn_Blight (843).JPG
"The image features a close-up view of a leaf with a green stem, which is covered in red spots. The leaf appears to be in a dried or decaying state, possibly due to the presence of mold or other environmental factors. The red spots on the leaf are noticeable and prominent, adding a striking contrast to the green stem. The leaf is positioned in the center of the image, capturing the viewer's attention with its unique appearance.",0,../dataset/CornDataset/data/train/Blight/Corn_Blight (781).JPG
"The image features a close-up view of a leaf with a mix of green and brown colors. The leaf appears to be a banana leaf, and it is covered in brown spots. The leaf is large and occupies a significant portion of the image, with its texture and coloration creating an interesting visual effect.",0,../dataset/CornDataset/data/train/Blight/Corn_Blight (508).JPG
"The image features a large, green leaf with a brown, bumpy texture. The leaf is attached to a stem, and it appears to be a close-up view of the plant. The leaf is covered in spots, giving it a unique and interesting appearance. The leaf's texture and coloration make it stand out as a fascinating natural object.",0,../dataset/CornDataset/data/train/Blight/Corn_Blight (402).JPG
"The image features a close-up view of a green leaf with a brown spot, possibly a blemish or a hole, in the center. The leaf is part of a larger plant, and the brown spot stands out against the green background. The leaf is located in the upper part of the image, and the focus is on the brown spot and its surrounding area.",0,../dataset/CornDataset/data/train/Blight/Corn_Blight (619).JPG
"The image features a close-up view of a corn plant with a large hole in the center of the leaf. The hole is surrounded by a green color, and it appears to be a part of the plant's natural growth process. The corn plant is located near the top left corner of the image, and the hole is clearly visible, drawing attention to its unique feature.",0,../dataset/CornDataset/data/train/Blight/Corn_Blight (507).JPG
"The image features a close-up view of a green leaf with a brown, rotten, and decaying part. The leaf is large and appears to be in a state of decay, possibly due to mold or other environmental factors. The brown and green colors of the leaf create a striking contrast, highlighting the damaged portion. The leaf is placed on a table, drawing attention to its unique appearance and the changes it has undergone.",0,../dataset/CornDataset/data/train/Blight/Corn_Blight (337).JPG
"The image features a close-up view of a leaf with a lot of spots on it. The leaf is green and appears to be a part of a plant. The spots are scattered all over the leaf, giving it a unique and textured appearance. The leaf is positioned in the center of the image, drawing attention to its distinctive features.",0,../dataset/CornDataset/data/train/Blight/Corn_Blight (408).JPG
"The image features a large, green leaf with a brown spot in the center. The leaf is partially cut off, and it appears to be a close-up of the leaf's surface. The leaf is placed on a table, and the brown spot is the main focus of the image.",0,../dataset/CornDataset/data/train/Blight/Corn_Blight (561).jpg
"The image features a large, green leaf that has been torn or cut in half. The leaf is placed on a surface, possibly a table or countertop. The leaf appears to be in a state of decay, with some brown spots visible on its surface. The leaf's texture appears to be rough, and it is likely a plant or tree leaf.",0,../dataset/CornDataset/data/train/Blight/Corn_Blight (601).jpg
"The image features a close-up view of a leaf with a large brown spot, possibly a dead spot, on it. The leaf is green and appears to be a part of a plant, possibly a corn plant. The brown spot is located towards the center of the leaf, and it seems to be the main focus of the image. The leaf is positioned in the foreground, and the rest of the plant is not visible in the frame.",0,../dataset/CornDataset/data/train/Blight/Corn_Blight (326).JPG
"The image features a close-up view of a leaf with a large, visible hole in it. The hole is located towards the center of the leaf, and it appears to be a significant part of the plant. The leaf is green and appears to be a part of a larger plant, possibly a corn plant. The hole in the leaf is a noticeable feature, drawing attention to the plant's health and growth.",0,../dataset/CornDataset/data/train/Blight/Corn_Blight (1032).JPG
"The image features a close-up view of a large, green, leafy plant with a few brown spots. The plant appears to be a corn plant, with its leaves and stems visible in the foreground. The plant is situated on a grey surface, which provides a contrasting background for the vibrant green plant. The close-up perspective allows for a detailed examination of the plant's texture and structure.",0,../dataset/CornDataset/data/train/Blight/Corn_Blight (462).JPG
"The image features a close-up view of a leaf, possibly a banana leaf, with a lot of brown spots on it. The leaf is green and appears to be in a state of decay. The spots are scattered all over the leaf, giving it a worn and aged appearance. The leaf is large and occupies most of the image, providing a detailed view of its texture and the brown spots.",0,../dataset/CornDataset/data/train/Blight/Corn_Blight (148).JPG
"The image features a close-up view of a leaf with a green stem, showcasing its unique texture and appearance. The leaf is covered in yellow spots, which are likely the result of a fungal infection. The spots are scattered across the surface of the leaf, creating a visually interesting pattern. The leaf appears to be in a healthy state, despite the presence of the fungus, and it serves as a fascinating example of the natural world.",0,../dataset/CornDataset/data/train/Blight/Corn_Blight (23).jpg
"The image features a close-up view of a green leaf with a white spot on it. The leaf appears to be a part of a plant, possibly a corn plant, and the white spot is a blemish on the green surface. The leaf is large and occupies a significant portion of the image, providing a detailed view of the blemish.",0,../dataset/CornDataset/data/train/Blight/Corn_Blight (244).JPG
"The image features a close-up view of a large, green leaf with a brown spot on it. The leaf appears to be a part of a plant, possibly a corn plant, as it has a distinctive texture and color. The brown spot on the leaf stands out against the green background, drawing attention to the unique feature.",0,../dataset/CornDataset/data/train/Blight/Corn_Blight (341).JPG
"The image features a close-up view of a leaf with a brown spot on it. The leaf is large and appears to be a part of a green plant. The brown spot is located towards the center of the leaf, and it is surrounded by a few other smaller brown spots. The leaf appears to be in a slightly worn or damaged condition, which might be due to aging or exposure to the elements. Overall, the image captures a detailed view of the leaf and its brown spots.",0,../dataset/CornDataset/data/train/Blight/Corn_Blight (882).JPG
"The image features a close-up view of a green leaf with a brown spot on it. The leaf appears to be a part of a plant, possibly a corn plant, as it is described as a corn leaf. The brown spot is located towards the center of the leaf, and it seems to be the main focus of the image. The leaf is positioned in the middle of the frame, with the rest of the plant surrounding it.",0,../dataset/CornDataset/data/train/Blight/Corn_Blight (664).JPG
"The image features a close-up view of a green leaf with a brown spot on it. The leaf is placed on a table, and its texture and color are clearly visible. The brown spot on the leaf appears to be a small part of the green surface, adding a touch of contrast to the overall scene.",0,../dataset/CornDataset/data/train/Blight/Corn_Blight (215).JPG
"The image features a close-up view of a green leaf with a brown spot on it. The brown spot is located towards the center of the leaf, and it appears to be a small hole or damage. The leaf is part of a larger green plant, which could be a corn plant, as suggested by the presence of the brown spot. The leaf is positioned in the foreground, with the rest of the plant visible in the background.",0,../dataset/CornDataset/data/train/Blight/Corn_Blight (271).JPG
"The image features a close-up view of a leaf with a large, visible vein. The leaf is green and appears to be slightly damaged, possibly due to age or weather conditions. The leaf is positioned on a surface, possibly a table or a countertop, and it is the main focus of the image. The leaf's vein is prominent and stands out against the green background, making it the center of attention in the photo.",0,../dataset/CornDataset/data/train/Blight/Corn_Blight (213).JPG
"The image features a close-up view of a leaf with a brown spot, likely a blemish or a hole, in the center of it. The leaf appears to be green and healthy, with the brown spot standing out as the main focus of the image. The leaf is positioned in the center of the frame, and the rest of the image is filled with green background.",0,../dataset/CornDataset/data/train/Blight/Corn_Blight (1125).jpg
"The image features a close-up view of a leaf with a green stem, showcasing its intricate texture and details. The leaf is covered in red spots, which are likely the result of a fungal infection. The leaf is placed on a table, drawing attention to its unique appearance. The close-up perspective allows the viewer to appreciate the leaf's structure and the vibrant colors of the spots.",0,../dataset/CornDataset/data/train/Blight/Corn_Blight (657).JPG
"The image features a close-up view of a leaf with a green stem. The leaf is large and has a few brown spots on it. The leaf is positioned on a gray surface, which adds a contrasting background to the scene. The leaf appears to be in a slightly worn or aged condition, giving it a unique and interesting appearance.",0,../dataset/CornDataset/data/train/Blight/Corn_Blight (375).JPG
"The image features a close-up view of a leaf with a large brown spot on it. The brown spot is located towards the center of the leaf, and it appears to be a blemish or damage to the plant. The leaf is green and appears to be a part of a larger plant, possibly a tree or a bush. The close-up view highlights the details of the leaf and the brown spot, providing a detailed look at the plant's natural imperfections.",0,../dataset/CornDataset/data/train/Blight/Corn_Blight (236).JPG
"The image features a close-up view of a leaf, likely from a plant or a tree, with a large number of rust spots covering its surface. The rust spots are scattered all over the leaf, creating a visually striking pattern. The leaf appears to be green, and the rust spots are a prominent feature of the plant's appearance.",0,../dataset/CornDataset/data/train/Blight/Corn_Blight (956).JPG
"The image features a close-up view of a leaf with a green stem, showcasing its unique and intricate pattern. The leaf appears to be slightly damaged, possibly due to a disease or pest infestation. The leaf is positioned in the center of the image, with the stem extending from the left side. The close-up perspective highlights the leaf's texture and the stem's structure, providing a detailed view of the plant's anatomy.",0,../dataset/CornDataset/data/train/Blight/Corn_Blight (79).jpg
"The image features a close-up view of a corn plant with green and yellow leaves. The plant is located in a field, and the leaves are covered in brown spots, indicating that it is a mature corn plant. The plant is surrounded by other corn plants, creating a lush and vibrant scene.",0,../dataset/CornDataset/data/train/Blight/Corn_Blight (12).jpg
"The image features a close-up of a leaf with a green stem, showcasing its natural texture and color. The leaf is large and appears to be a part of a plant, possibly a corn plant. The leaf is placed on a gray surface, which provides a contrasting background for the vibrant green color of the plant. The leaf's texture and color make it an interesting subject for the viewer.",0,../dataset/CornDataset/data/train/Blight/Corn_Blight (598).JPG
"The image features a close-up view of a corn plant with a large green leaf. The leaf is filled with holes, indicating that it has been damaged or chewed on by insects or animals. The leaf is situated next to a green plant, possibly a corn plant as well, and is surrounded by other green leaves. The scene captures the natural environment where the leaf is growing and the damage it has sustained.",0,../dataset/CornDataset/data/train/Blight/Corn_Blight (1104).jpg
"The image features a close-up view of a large, green leaf with a brown spot on it. The leaf is prominently displayed in the foreground, occupying a significant portion of the image. The brown spot on the leaf is noticeable and stands out against the green background.",0,../dataset/CornDataset/data/train/Blight/Corn_Blight (782).JPG
"The image features a close-up view of a large green leaf with a brown spot, possibly a dead spot, on it. The leaf is located on a surface that appears to be a concrete floor. The leaf is large and occupies a significant portion of the image, making it the main focus of the scene.",0,../dataset/CornDataset/data/train/Blight/Corn_Blight (239).JPG
"The image features a close-up view of a green leaf with a brown spot on it. The leaf is large and occupies a significant portion of the image. The brown spot is located towards the center of the leaf, drawing attention to it. The leaf appears to be a part of a larger plant, possibly a tree, and its texture suggests that it is a healthy and thriving plant.",0,../dataset/CornDataset/data/train/Blight/Corn_Blight (879).JPG
"The image features a close-up of a plant leaf with a green stem. The leaf appears to be drying out, possibly due to the sun or other environmental factors. The leaf is curled up, giving it a unique shape. The plant is located on a table, and the focus is on the leaf and its stem, highlighting the intricate details of the plant's structure.",0,../dataset/CornDataset/data/train/Blight/Corn_Blight (1046).JPG
"The image features a large, green, grassy area with a body of water in the background. The grass appears to be lush and vibrant, creating a serene and natural setting. The water reflects the surrounding landscape, adding depth and beauty to the scene. The overall atmosphere of the image is calm and peaceful, inviting the viewer to appreciate the beauty of nature.",0,../dataset/CornDataset/data/train/Blight/Corn_Blight (646).jpg
"The image features a close-up view of a large green leaf with brown spots, possibly indicating a disease or damage. The leaf is located in the center of the scene, occupying a significant portion of the image. The leaf appears to be a part of a plant, possibly a corn plant, given the size and shape. The focus of the image is on the leaf, highlighting its unique appearance and texture.",0,../dataset/CornDataset/data/train/Blight/Corn_Blight (1140).jpg
"The image features a close-up view of a leaf with a large brown spot on it. The spot appears to be a hole or a blemish, and it is located in the center of the leaf. The leaf is green and appears to be part of a plant, possibly a corn plant. The focus of the image is on the brown spot, which stands out against the green background of the leaf.",0,../dataset/CornDataset/data/train/Blight/Corn_Blight (219).JPG
"The image features a close-up view of a large green leaf with brown spots, likely a corn leaf. The leaf is quite large, covering a significant portion of the image. The brown spots are scattered across the leaf, giving it a weathered appearance. The leaf is positioned in the center of the image, capturing the viewer's attention.",0,../dataset/CornDataset/data/train/Blight/Corn_Blight (712).JPG
"The image features a close-up view of a leaf with a brown spot on it. The leaf is green and appears to be slightly damaged, possibly due to a disease or pest infestation. The brown spot is located towards the center of the leaf, and it seems to be the main focus of the image. The leaf is placed on a surface, possibly a table, and it appears to be the main subject of the photo.",0,../dataset/CornDataset/data/train/Blight/Corn_Blight (327).JPG
"The image features a close-up view of a leaf with a lot of red spots on it. These spots are likely insect bites or blemishes, giving the leaf a unique and somewhat damaged appearance. The leaf is green in color, and the red spots are scattered all over its surface, creating a visually interesting scene.",0,../dataset/CornDataset/data/train/Blight/Corn_Blight (345).JPG
"The image features a close-up view of a large green leaf, possibly a banana leaf, with a significant portion of it missing. The leaf is placed on a table, and the missing portion appears to be a large tear or a cut. The leaf is quite large, covering most of the table's surface. The missing section of the leaf is noticeable, drawing attention to the damage.",0,../dataset/CornDataset/data/train/Blight/Corn_Blight (669).JPG
"The image features a large green leaf with brown spots and patches, possibly a banana leaf. The leaf appears to be damaged, possibly due to a disease or pests. The leaf is situated in a field, surrounded by a few other leaves. The overall scene gives an impression of a natural environment with the leaf being a part of the plant life.",0,../dataset/CornDataset/data/train/Blight/Corn_Blight (26).jpg
"The image features a close-up view of a leaf with a large brown spot on it. The spot is surrounded by a few smaller brown spots, creating a unique pattern on the leaf. The leaf is green and appears to be in a natural setting, possibly on a tree or a plant. The close-up view allows for a detailed examination of the leaf's texture and the brown spots that are scattered across its surface.",0,../dataset/CornDataset/data/train/Blight/Corn_Blight (620).JPG
"The image features a close-up view of a leaf with a green stem, possibly a plant or a piece of broccoli. The leaf is covered in small holes, which are likely the result of insects feeding on the plant. The holes are scattered throughout the leaf, with some concentrated in the center and others towards the edges. The leaf appears to be in a state of decay, possibly due to the damage caused by the insects.",0,../dataset/CornDataset/data/train/Blight/Corn_Blight (661).jpg
"The image features a close-up view of a leaf with a large brown spot on it. The spot is located towards the center of the leaf, and it appears to be a blemish or damage to the plant. The leaf is surrounded by other leaves, creating a lush green background. The focus of the image is on the brown spot and its impact on the overall appearance of the leaf.",0,../dataset/CornDataset/data/train/Blight/Corn_Blight (588).JPG
"The image features a close-up view of a green leaf with a brown spot on it. The leaf is large and appears to be a part of a plant. The brown spot is located towards the center of the leaf, and it is surrounded by a vibrant green background. The leaf appears to be in a slightly worn or damaged condition, which adds to its aged and weathered appearance.",0,../dataset/CornDataset/data/train/Blight/Corn_Blight (610).JPG
"The image features a close-up view of a leaf with a green stem, showcasing its rough texture and a few spots. The leaf appears to be a plant's leaf, possibly a corn leaf, and it is positioned in the center of the image. The leaf is surrounded by a background of a white surface, providing a clear focus on the leaf itself.",0,../dataset/CornDataset/data/train/Blight/Corn_Blight (972).JPG
"The image features a close-up view of a leaf with a stem, showcasing its texture and details. The leaf appears to be green and has a few brown spots on it. The stem is located towards the left side of the leaf, and there are several small holes scattered across the leaf's surface. The overall appearance of the leaf and stem creates a natural and organic scene.",0,../dataset/CornDataset/data/train/Blight/Corn_Blight (600).jpg
"The image features a close-up of a green leaf with a yellowish-brown spot on it. The spot appears to be a fungal infection, which has caused the leaf to develop a reddish-brown color. The leaf is part of a plant, and the close-up view highlights the details of the spot and the surrounding green tissue.",0,../dataset/CornDataset/data/train/Blight/Corn_Blight (17).jpg
"The image features a close-up view of a leaf with a green stem, likely a piece of broccoli. The leaf is large and has a distinctive green color. The stem is visible in the center of the leaf, giving it a unique appearance. The leaf is placed on a table, which serves as the background of the image.",0,../dataset/CornDataset/data/train/Blight/Corn_Blight (743).jpg
"The image features a large green leaf with a hole in the center, possibly caused by a bite or damage. The leaf is located near the top of the image, and the hole appears to be a significant part of the leaf's surface. The leaf is surrounded by other green leaves, creating a lush and vibrant scene.",0,../dataset/CornDataset/data/train/Blight/Corn_Blight (609).JPG
"The image features a close-up view of a green leaf with a few brown spots on it. The leaf is located in the center of the frame, and its texture is visible, giving it a slightly rough appearance. The leaf is positioned on a table, which occupies the majority of the background.",0,../dataset/CornDataset/data/train/Blight/Corn_Blight (934).JPG
"The image features a close-up view of a green leaf with brown spots, possibly a plant or a piece of broccoli. The leaf is placed on a grey surface, which could be a table or a wall. The leaf is large and occupies most of the image, with its vibrant green color contrasting with the brown spots. The overall scene is a simple yet detailed representation of a leaf with brown spots.",0,../dataset/CornDataset/data/train/Blight/Corn_Blight (130).jpg
"The image features a close-up view of a leaf with a green stem, showcasing its texture and details. The leaf is large and appears to be in a state of decay, with brown spots and a yellowish hue. The leaf is placed on a surface, possibly a table or a countertop, and it seems to be the main focus of the image. The leaf's texture and color variations create an interesting visual contrast, highlighting the natural beauty of the plant.",0,../dataset/CornDataset/data/train/Blight/Corn_Blight (849).JPG
"The image features a close-up view of a leaf with a green stem. The leaf is covered in spots, giving it a slightly dirty appearance. The leaf is positioned on a table, which is the background of the image. The leaf appears to be in a state of disrepair, possibly due to aging or damage.",0,../dataset/CornDataset/data/train/Blight/Corn_Blight (344).JPG
"The image features a close-up view of a leaf with a green stem. The leaf is large and has a brownish color, possibly due to aging or damage. The stem is visible in the center of the leaf, and the overall scene appears to be a close-up of the leaf and stem.",0,../dataset/CornDataset/data/train/Blight/Corn_Blight (813).JPG
"The image features a large, green leaf with a few brown spots on it. The leaf appears to be a part of a plant, possibly a corn plant, given its size and shape. The brown spots are scattered across the leaf, with some closer to the center and others towards the edges. The overall appearance of the leaf suggests that it is in a natural setting, possibly a garden or a field.",0,../dataset/CornDataset/data/train/Blight/Corn_Blight (899).JPG
"The image features a close-up view of a green leaf with brown spots, likely a corn leaf. The leaf is covered in numerous brown spots, which are scattered across its surface. The spots vary in size and shape, creating a unique pattern on the leaf. The overall appearance of the leaf suggests that it has been exposed to the elements, possibly causing the spots to develop over time.",0,../dataset/CornDataset/data/train/Blight/Corn_Blight (760).JPG
"The image features a close-up of a leaf with a rusty, brown color. The leaf appears to be old and possibly damaged, as it has a few holes and spots. The leaf is large and occupies most of the frame, with its rusty surface taking up a significant portion of the image. The leaf is positioned on a table, which is the background of the scene.",0,../dataset/CornDataset/data/train/Blight/Corn_Blight (727).JPG
"The image features a close-up view of a green leaf with a brown spot on it. The leaf is located in the center of the image, and the brown spot is quite prominent, covering a significant portion of the leaf. The leaf appears to be a part of a plant, possibly a tree, and the brown spot adds an interesting detail to the overall appearance of the plant.",0,../dataset/CornDataset/data/train/Blight/Corn_Blight (247).JPG
"The image features a large, green leaf with a brown spot in the center. The leaf appears to be a piece of a plant, possibly a leafy vegetable or a piece of a plant stem. The brown spot on the leaf is a prominent feature, drawing attention to the center of the plant. The leaf is placed on a surface, possibly a table, and it seems to be the main focus of the image.",0,../dataset/CornDataset/data/train/Blight/Corn_Blight (608).JPG
"The image features a large green leaf with numerous brown spots on it, likely caused by a fungus or bacterial infection. The leaf is attached to a stem, and it appears to be a close-up shot of the plant. The leaf is situated in a dirt field, which adds to the natural setting of the scene.",0,../dataset/CornDataset/data/train/Blight/Corn_Blight (76).jpg
"The image features a close-up view of a leaf with a brown spot on it. The leaf is green and appears to be slightly damaged, possibly from a pest or an injury. The leaf is placed on a table, which serves as the background of the image. The focus is on the leaf and its unique appearance, highlighting the brown spot and the overall texture of the green leaf.",0,../dataset/CornDataset/data/train/Blight/Corn_Blight (354).JPG
